ID,Source,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-6151,MapQuest,201,2,12/8/2016 5:45,12/8/2016 6:35,37.635864,-122.403801,,,0.01,Accident on US-101 Southbound before North Access Rd.,,Bayshore Fwy S,R,South San Francisco,San Mateo,CA,94080,US,US/Pacific,KSFO,12/8/2016 5:56,50,,93,30.06,2.5,North,10.4,0.11,Light Rain,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-6152,MapQuest,201,2,12/8/2016 5:44,12/8/2016 6:22,38.256031,-122.327896,,,0.01,Accident on CA-12 Sonoma Hwy both ways at Cuttings Wharf Rd.,3402,Sonoma Hwy,R,Napa,Napa,CA,94559-9749,US,US/Pacific,KAPC,12/8/2016 5:54,46.9,,86,30.06,5,East,13.8,0.02,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-6153,MapQuest,241,2,12/8/2016 6:14,12/8/2016 6:52,37.587196,-122.348396,,,0.01,#5 lane blocked due to accident on US-101 Northbound at Anza Blvd.,,US-101 N,R,Burlingame,San Mateo,CA,94010,US,US/Pacific,KSFO,12/8/2016 5:56,50,,93,30.06,2.5,North,10.4,0.11,Light Rain,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-6154,MapQuest,201,3,12/8/2016 6:43,12/8/2016 7:22,37.82457,-122.308655,,,0.01,Left hand shoulder blocked due to accident on I-80 Eastbound before Grand Ave.,,I-80 E,R,Oakland,Alameda,CA,94607,US,US/Pacific,KOAK,12/8/2016 6:53,48.9,,97,30.08,2.5,NW,4.6,0.06,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-6155,MapQuest,201,3,12/8/2016 6:41,12/8/2016 7:31,37.808277,-122.24128,,,0.01,Accident on I-580 Westbound before Lakeshore Ave.,,I-580 W,R,Oakland,Alameda,CA,94610,US,US/Pacific,KOAK,12/8/2016 6:53,48.9,,97,30.08,2.5,NW,4.6,0.06,Light Rain,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-6156,MapQuest,201,3,12/8/2016 6:42,12/8/2016 7:33,38.25853,-122.062103,,,0.01,Shoulder blocked on exit ramp due to accident on I-80 Eastbound at Travis Blvd.,,Travis Blvd,R,Fairfield,Solano,CA,94533,US,US/Pacific,KSUU,12/8/2016 6:38,41,33.5,93,30.11,9,NNE,13.8,,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-6157,MapQuest,201,2,12/8/2016 6:42,12/8/2016 7:21,38.564926,-121.767937,,,0.01,Accident on CA-113 Southbound from Covell Blvd.,,CA-113 S,R,Davis,Yolo,CA,95616,US,US/Pacific,KEDU,12/8/2016 6:35,,,,30.15,2,North,4.6,0.01,Overcast,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-6158,MapQuest,201,2,12/8/2016 7:25,12/8/2016 7:54,38.276787,-122.890213,,,0,Accident on Fallon Rd near Gericke Rd.,2473,Fallon Rd,L,Petaluma,Marin,CA,94952,US,US/Pacific,KO69,12/8/2016 7:15,46.4,41.1,93,30.09,9,East,11.5,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6159,MapQuest,201,3,12/8/2016 7:12,12/8/2016 7:57,37.729954,-122.439507,,,0.01,Accident on I-280 Northbound at Exit 52 Bosworth St.,,John F Foran Fwy,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,12/8/2016 6:56,50,,93,30.07,2,North,12.7,0.08,Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6160,MapQuest,201,2,12/8/2016 7:26,12/8/2016 7:55,37.631313,-122.40284,,,0.01,Lane blocked on exit ramp due to accident on US-101 Northbound at Exits 423A 423B San Bruno Ave.,,San Bruno Ave E,R,San Bruno,San Mateo,CA,94066,US,US/Pacific,KSFO,12/8/2016 7:32,50,,93,30.08,1.2,North,10.4,0.04,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6161,MapQuest,241,2,12/8/2016 7:30,12/8/2016 8:00,37.580402,-122.324486,,,0.01,#1 and #2 lane blocked due to accident on US-101 Southbound at Exit 417 Poplar Ave.,,Bayshore Fwy S,R,San Mateo,San Mateo,CA,94401,US,US/Pacific,KSFO,12/8/2016 7:32,50,,93,30.08,1.2,North,10.4,0.04,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6162,MapQuest,201,2,12/8/2016 7:13,12/8/2016 7:57,39.501053,-121.745811,,,0.01,Accident on Richvale South Hwy around Fruitvale Ave.,1200,Fruitvale Ave,R,Oroville,Butte,CA,95965,US,US/Pacific,KOVE,12/8/2016 7:03,44.1,42.5,96,30.15,2,ESE,3.5,0.01,Light Rain,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-6163,MapQuest,241,3,12/8/2016 7:33,12/8/2016 8:18,37.807938,-122.304504,,,0.01,#1 lane blocked due to accident on I-880 Northbound at Exit 44 Frontage Rd.,,7th St,R,Oakland,Alameda,CA,94607,US,US/Pacific,KOAK,12/8/2016 7:14,48.9,,100,30.08,1,Calm,,0.01,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6164,MapQuest,201,2,12/8/2016 7:57,12/8/2016 8:27,37.255863,-121.955658,,,0.01,Accident on CA-17 Northbound at Exit 22 CA-85.,,CA-17 N,R,Los Gatos,Santa Clara,CA,95032,US,US/Pacific,KSJC,12/8/2016 7:53,54,,83,30.09,6,ESE,13.8,0,Haze,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6165,MapQuest,201,3,12/8/2016 8:31,12/8/2016 9:00,37.672855,-122.467499,,,0.01,Accident on I-280 Northbound at Exit 47A Serramonte Blvd.,,Junipero Serra Fwy N,R,Daly City,San Mateo,CA,94014,US,US/Pacific,KSFO,12/8/2016 8:50,51.8,,88,30.1,2,North,10.4,0.02,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6166,MapQuest,201,3,12/8/2016 8:18,12/8/2016 9:01,38.244255,-122.082726,,,0.01,Accident on I-80 Westbound at Exits 43 44A Abernathy Rd.,,I-80 W,R,Fairfield,Solano,CA,94533,US,US/Pacific,KSUU,12/8/2016 8:38,41,33.5,93,30.12,6,NNE,13.8,,Light Rain,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6167,MapQuest,201,3,12/8/2016 8:49,12/8/2016 9:34,38.671356,-121.597404,,,0.01,Lane blocked due to accident on I-5 Northbound at Exit 528 Airport Blvd.,,I-5 N,R,Sacramento,Sacramento,CA,95837,US,US/Pacific,KSMF,12/8/2016 8:53,39.9,35.8,100,30.17,1.5,NW,5.8,0.02,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6168,MapQuest,201,3,12/8/2016 8:36,12/8/2016 9:21,37.717747,-121.53215,,,0.01,Accident on I-580 Westbound at Exit 67 Patterson Pass Rd.,,I-580 W,R,Tracy,San Joaquin,CA,95377,US,US/Pacific,KLVK,12/8/2016 8:28,45,,97,30.1,1.5,Calm,,0.02,Light Rain,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6169,MapQuest,201,2,12/8/2016 9:05,12/8/2016 9:35,38.427666,-122.769203,,,0.01,Accident on CA-12 Eastbound at Wright Rd.,,N Wright Rd,R,Santa Rosa,Sonoma,CA,95407,US,US/Pacific,KSTS,12/8/2016 8:53,45,41.8,97,30.07,2.5,NNW,5.8,0.01,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-6170,MapQuest,201,2,12/8/2016 9:01,12/8/2016 9:31,38.12149,-122.566429,,,0,Accident on Rush Landing Rd at Redwood Blvd.,7681,Redwood Blvd,R,Novato,Marin,CA,94945-1408,US,US/Pacific,KDVO,12/8/2016 8:55,46.4,44.3,93,30.12,1.2,SSW,4.6,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6171,MapQuest,201,3,12/8/2016 9:02,12/8/2016 9:32,37.814941,-121.993477,,,0.01,Accident on I-680 Southbound at Exit 38 Sycamore Valley Rd.,,I-680 S,R,Danville,Contra Costa,CA,94526,US,US/Pacific,KCCR,12/8/2016 9:03,45,,93,30.13,1.5,Calm,,0,Light Rain,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6172,MapQuest,201,3,12/8/2016 9:07,12/8/2016 9:36,38.522472,-121.521584,,,0.01,Accident on I-5 Northbound at Exit 515 Seamas Ave.,,I-5 N,R,Sacramento,Sacramento,CA,95822,US,US/Pacific,KSAC,12/8/2016 9:08,48,,100,30.17,3,Variable,4.6,0,Overcast,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6173,MapQuest,201,3,12/8/2016 9:27,12/8/2016 9:56,37.966103,-122.056015,,,0.01,Accident on I-680 Southbound at Exit 51 Sunvalley Blvd.,,I-680 N,R,Concord,Contra Costa,CA,94520,US,US/Pacific,KCCR,12/8/2016 9:46,46.9,,86,30.15,1.2,Calm,,0.01,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6174,MapQuest,201,3,12/8/2016 9:23,12/8/2016 9:53,38.269672,-122.053017,,,0.01,Accident on I-80 Westbound at Exits 47 47A 47B Waterman Blvd.,,I-80 W,R,Fairfield,Solano,CA,94533,US,US/Pacific,KSUU,12/8/2016 9:13,41,34.3,100,30.14,5,North,11.5,,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6175,MapQuest,201,2,12/8/2016 9:26,12/8/2016 10:11,37.781834,-121.311996,,,0.01,Accident on CA-120 Westbound at I-5.,,I-5 S,R,Lathrop,San Joaquin,CA,95330,US,US/Pacific,KSCK,12/8/2016 9:25,50,,93,30.17,5,SSE,18.4,0,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6176,MapQuest,203,2,12/8/2016 9:29,12/8/2016 10:13,37.788357,-121.282951,,,0.01,Slow traffic due to multi-vehicle accident on CA-120 Westbound at Exits 1 1C Guthmiller Rd.,,CA-120 W,R,Lathrop,San Joaquin,CA,95330,US,US/Pacific,KSCK,12/8/2016 9:25,50,,93,30.17,5,SSE,18.4,0,Light Rain,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6177,MapQuest,241,2,12/8/2016 9:35,12/8/2016 10:04,37.373634,-121.927773,,,0.01,#2 lane blocked due to accident on US-101 Northbound at Exits 390 391 CA-87 Guadalupe Pkwy.,,Bayshore Fwy S,R,San Jose,Santa Clara,CA,95110,US,US/Pacific,KSJC,12/8/2016 9:53,57,,81,30.14,10,ESE,16.1,0,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6178,MapQuest,201,3,12/8/2016 9:32,12/8/2016 10:01,37.323765,-121.892059,,,0.01,Right hand shoulder blocked due to accident on I-280 Northbound at Exits 2B 3A 3B CA-87 Guadalupe Pkwy.,,Guadalupe Pkwy N,R,San Jose,Santa Clara,CA,95126,US,US/Pacific,KSJC,12/8/2016 9:53,57,,81,30.14,10,ESE,16.1,0,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6179,MapQuest,201,3,12/8/2016 9:52,12/8/2016 10:22,37.869522,-122.304764,,,0.01,HOV lane blocked due to accident on I-580 Westbound near University Ave.,,Eastshore Fwy W,R,Berkeley,Alameda,CA,94710,US,US/Pacific,KOAK,12/8/2016 9:53,55,,96,30.13,5,SSE,10.4,0.02,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6180,MapQuest,201,3,12/8/2016 9:43,12/8/2016 10:12,38.216564,-122.138252,,,0.01,Accident on I-80 Westbound at Exit 40 I-680.,,I-80 W,R,Fairfield,Solano,CA,94534,US,US/Pacific,KAPC,12/8/2016 9:54,50,,86,30.11,7,East,16.1,0,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6181,MapQuest,201,3,12/8/2016 9:44,12/8/2016 10:13,37.68935,-122.105194,,,0.01,Right hand shoulder blocked due to accident on I-238 Northbound at Exit 15 CA-185 14th St.,,I-238 N,R,Hayward,Alameda,CA,94541,US,US/Pacific,KHWD,12/8/2016 9:54,57.9,,75,30.14,10,SSE,13.8,,Overcast,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6182,MapQuest,201,3,12/8/2016 9:55,12/8/2016 10:25,38.3284,-122.022095,,,0.01,Accident on I-80 Westbound at Exit 51A Cherry Glen Rd.,,I-80 W,R,Vacaville,Solano,CA,95688,US,US/Pacific,KVCB,12/8/2016 9:53,42.1,39.2,100,30.18,2,North,4.6,0.03,Light Rain,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6183,MapQuest,201,2,12/8/2016 9:54,12/8/2016 10:24,38.013992,-121.876282,,,0.01,Accident on CA-4 Westbound at Exit 23 California Ave.,,CA-4 W,R,Pittsburg,Contra Costa,CA,94565,US,US/Pacific,KCCR,12/8/2016 9:53,46.9,,90,30.1,1.2,Calm,,0.01,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6184,MapQuest,201,2,12/8/2016 9:54,12/8/2016 10:24,38.558128,-121.473961,,,0.01,Shoulder blocked on exit ramp due to accident on US-50 Westbound at Exits 5B 6B 6C 7 I-80 Bus Capital City Fwy.,,I-80 Bus E,R,Sacramento,Sacramento,CA,95817,US,US/Pacific,KSAC,12/8/2016 9:53,48.9,,97,30.17,2,SSE,10.4,0.01,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6185,MapQuest,229,3,12/8/2016 10:03,12/8/2016 10:47,38.466682,-121.496956,,,0.01,Slow traffic due to accident on I-5 Northbound at Exit 510 Cosumnes River Blvd.,,I-5 N,R,Sacramento,Sacramento,CA,95832,US,US/Pacific,KSAC,12/8/2016 10:02,48.9,,97,30.17,2,SSE,9.2,0.01,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6186,MapQuest,201,3,12/8/2016 10:03,12/8/2016 10:48,37.053673,-120.966621,,,0.01,Accident on I-5 Northbound at Exits 403A 403B CA-33 Highway 152.,,I-5 N,R,Los Banos,Merced,CA,93635,US,US/Pacific,KMCE,12/8/2016 9:53,50,,89,30.22,2,SE,15,0.02,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6187,MapQuest,201,2,12/8/2016 10:19,12/8/2016 10:49,37.448486,-122.122726,,,0.01,Accident on US-101 Southbound at Exit 402 Embarcadero Rd.,,Bayshore Fwy S,R,Palo Alto,Santa Clara,CA,94303,US,US/Pacific,KPAO,12/8/2016 10:47,60.8,,82,30.12,10,SE,17.3,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6188,MapQuest,201,2,12/8/2016 10:23,12/8/2016 10:52,38.010117,-122.021263,,,0.01,Accident on CA-4 Westbound at Exits 15A 15B Port Chicago Hwy.,,CA-4 W,R,Concord,Contra Costa,CA,94520,US,US/Pacific,KCCR,12/8/2016 10:53,48,,89,30.11,1.2,NNW,3.5,0.01,Light Rain,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6189,MapQuest,201,2,12/8/2016 10:18,12/8/2016 11:03,38.641899,-121.148605,,,0.01,Accident on US-50 Westbound at Exit 25 Prairie City Rd.,,El Dorado Fwy W,R,Folsom,Sacramento,CA,95630,US,US/Pacific,KMHR,12/8/2016 10:45,50,,100,30.17,1.5,SSE,11.5,,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6190,MapQuest,201,2,12/8/2016 10:23,12/8/2016 11:08,37.609432,-120.993591,,,0.01,Accident on Crows Landing Rd at Hatch Rd.,100,E Hatch Rd,R,Modesto,Stanislaus,CA,95351-5701,US,US/Pacific,KMOD,12/8/2016 9:53,51.1,,86,30.2,4,SE,10.4,0,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6191,MapQuest,201,2,12/8/2016 10:26,12/8/2016 11:11,38.582165,-121.463211,,,0,Accident on B St Southbound in Sacramento.,2999,B St,L,Sacramento,Sacramento,CA,95816,US,US/Pacific,KSAC,12/8/2016 10:02,48.9,,97,30.17,2,SSE,9.2,0.01,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6192,MapQuest,201,2,12/8/2016 10:43,12/8/2016 11:13,37.684299,-122.073479,,,0.01,Accident on Grove Way at Redwood Rd.,,Grove Way,R,Castro Valley,Alameda,CA,94546,US,US/Pacific,KHWD,12/8/2016 10:54,60.1,,69,30.15,10,SSE,11.5,,Overcast,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-6193,MapQuest,201,2,12/8/2016 10:34,12/8/2016 11:04,37.36422,-121.901489,,,0.01,Accident on US-101 Northbound at Exits 388B 388C I-880.,,US-101 N,R,San Jose,Santa Clara,CA,95112,US,US/Pacific,KSJC,12/8/2016 10:53,57.9,,78,30.14,10,ESE,17.3,0,Light Rain,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6194,MapQuest,201,2,12/8/2016 10:50,12/8/2016 11:19,37.33535,-121.995651,,,0.01,Accident on County Hwy-G2 Lawrence Expy at Lehigh Dr.,,Lehigh Dr,R,Santa Clara,Santa Clara,CA,95051,US,US/Pacific,KSJC,12/8/2016 10:53,57.9,,78,30.14,10,ESE,17.3,0,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-6195,MapQuest,201,2,12/8/2016 10:49,12/8/2016 11:19,37.282345,-121.808533,,,0.01,Accident on US-101 Northbound at Exit 380 Hellyer Ave.,,US-101 N,R,San Jose,Santa Clara,CA,95138,US,US/Pacific,KRHV,12/8/2016 10:47,60.8,,77,30.15,10,SE,8.1,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6196,MapQuest,201,3,12/8/2016 10:50,12/8/2016 11:35,38.561962,-121.646255,,,0.01,Accident and vehicle fire on I-80 Eastbound at Exit 78 Road 32A.,,I-80 E,R,Davis,Yolo,CA,95618,US,US/Pacific,KEDU,12/8/2016 10:55,,,,30.18,1.5,North,3.5,0.01,Overcast,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6197,MapQuest,229,3,12/8/2016 11:00,12/8/2016 11:45,38.611534,-121.510506,,,0.01,Slow traffic due to accident on I-5 Northbound at Exit 521B El Camino Ave.,,I-5 N,R,Sacramento,Sacramento,CA,95833,US,US/Pacific,KMCC,12/8/2016 10:55,50,,94,30.19,0.8,South,9.2,,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6198,MapQuest,229,2,12/8/2016 10:53,12/8/2016 11:38,37.78339,-121.253471,,,0.01,Slow traffic due to accident on CA-120 Westbound at Exit 3 County Hwy-J3 Airport Way.,,CA-120 W,R,Manteca,San Joaquin,CA,95337,US,US/Pacific,KSCK,12/8/2016 10:55,52,,89,30.17,2,SSE,21.9,0.01,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6199,MapQuest,229,2,12/8/2016 10:55,12/8/2016 11:39,37.524918,-120.88707,,,0.01,Slow traffic due to accident on CA-99 Northbound at Exit 215 Monte Vista Ave.,,CA-99 N,R,Turlock,Stanislaus,CA,95380,US,US/Pacific,KMOD,12/8/2016 10:53,53.1,,80,30.2,6,SE,9.2,,Haze,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6200,MapQuest,201,3,12/8/2016 11:04,12/8/2016 11:33,37.729988,-122.40374,,,0.01,Accident on I-280 Northbound near Exits 54 54A 54B US-101.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,12/8/2016 10:56,53.1,,93,30.12,2,North,4.6,0.01,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6201,MapQuest,201,2,12/8/2016 11:28,12/8/2016 11:58,38.337753,-122.26091,,,0.01,Accident on CA-121 Monticello Rd both ways at Atlas Peak Rd.,2100,Monticello Rd,L,Napa,Napa,CA,94558-9612,US,US/Pacific,KAPC,12/8/2016 11:22,51.1,,86,30.13,2.5,East,12.7,0,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6202,MapQuest,201,2,12/8/2016 11:24,12/8/2016 11:53,37.352043,-122.060455,,,0.01,Accident on CA-85 Northbound near Exit 20 Fremont Ave.,,Norman Y Mineta Hwy,R,Sunnyvale,Santa Clara,CA,94087,US,US/Pacific,KNUQ,12/8/2016 10:56,61,,72,30.14,10,SE,11.5,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-6203,MapQuest,201,3,12/8/2016 11:29,12/8/2016 11:59,37.414558,-121.880264,,,0.01,Accident on I-680 Southbound at Landess Ave.,,Montague Expy,R,Milpitas,Santa Clara,CA,95035,US,US/Pacific,KSJC,12/8/2016 11:53,61,,72,30.12,10,ESE,16.1,0,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6204,MapQuest,201,2,12/8/2016 11:25,12/8/2016 11:54,37.339993,-121.851158,,,0.01,Right hand shoulder blocked due to accident on US-101 Northbound at Exits 385A 385B I-680.,,I-680 N,R,San Jose,Santa Clara,CA,95122,US,US/Pacific,KRHV,12/8/2016 11:47,62.6,,72,30.14,10,SSE,12.7,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6205,MapQuest,229,2,12/8/2016 11:32,12/8/2016 12:16,38.650864,-121.076439,,,0.01,Slow traffic due to accident on US-50 Eastbound at Exits 30 30A 30B Latrobe Rd.,,US-50 E,R,El Dorado Hills,El Dorado,CA,95762,US,US/Pacific,KMHR,12/8/2016 11:55,51.8,,94,30.14,2,SSE,21.9,,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
